index,valid,smiles,qed,logP,num_atoms,num_heavy_atoms
76,True,COC(=O)c1ccc(CNC(=O)Cc2noc3c2C(=O)N(c2ccccc2)C(=O)C3)cc1,0.4667492655948044,2.0496,32,32
77,True,CCN(C(=O)NCC(=O)Nn1c(C)nc2ccccc2c1=O)[C@@H](C)c1ccccc1,0.656380942903082,2.5677200000000004,30,30
78,True,O=C(CSC1=NN2NC(c3ccccc3)=NC2C=C1)Nc1nc2c(C(=O)O)cccc2s1,0.5306447814901888,3.1426000000000007,32,32
79,True,Cc1ccc(-c2noc(CCC(=O)NCCc3ccccc3)n2)o1,0.7221074960565094,2.929520000000001,24,24
80,True,CCOc1ccc(-c2nnnn2N)cc1,0.7359068474922283,0.4525999999999998,15,15
81,True,CC(=O)NN1C(=O)Nc2ccccc2[C@H]1C1=COc2ccccc2O1,0.8828910402528776,2.9391000000000016,25,25
82,True,Cc1ccc(C)c(Nc2cccc(CNCC(=O)Nc3ccc(Cl)cc3Br)n2)c1,0.41859840270164655,5.586240000000003,29,29
83,True,O=C1C=CC(=O)N(c2ccc(Br)cc2)C1,0.7783248189681032,1.9209999999999998,15,15
84,True,Cc1ccc(C(=O)n2c(=O)oc3ccccc32)o1,0.6566595629314457,2.1844200000000003,18,18
85,True,O=C(COC(=O)CN1Cc2ccccc2Sc2ccccc21)NC1=c2ccccc2=CC1,0.6161405217733024,2.809800000000001,32,32
86,True,CCc1cc(=O)oc2cc(OC(=O)CN3CC=C(n4cccc4)CC3)ccc12,0.38717500204263283,3.3091000000000017,28,28
87,True,CCCOc1ccccc1N1CCN(C(=O)CCC(=O)Nc2ccccc2F)CC1,0.7172032859036761,3.682000000000002,30,30
88,True,CCOc1ccc(NC(=O)CCC(=O)Nc2ccccc2N2CCN(c3ccccc3)CC2)cc1,0.4693835242671233,4.769300000000004,35,35
89,True,COc1ccc(C(=O)NCCC(=O)Nc2ccc3ccccc3c2)cc1,0.7150406584992037,3.607000000000002,26,26
90,True,COc1ccc(SC)cc1NC(=O)c1ccccc1C(=O)Nc1ccccc1,0.584362593610062,4.921700000000002,28,28
91,True,CCCCCCC(=O)C1=NC2C=CC=CC2=C1O[C@H]1[C@@H](C(=O)O)CCC12C(=O)N(c1cccc(C)c1)C2=O,0.2787650192671192,4.4772200000000035,38,38
92,True,Cc1ccccc1NC(=O)CCNC(=O)c1cc(C)c2ccccc2n1,0.7405297519463057,3.610240000000002,26,26
93,True,COc1ccc(CCSc2nc3cc(C)ccc3s2)cc1,0.6220612909907821,4.948120000000004,21,21
94,True,O=C(Nc1nnc(-c2ccccc2)o1)c1ccc([N+](=O)[O-])cc1,0.5855215338486177,2.897100000000001,23,23
95,True,COc1cccc(OCC(=S)NCCc2ccccc2)c1OC,0.752052459054189,3.242300000000002,23,23
96,True,CCOC(=O)C1C(=O)NC(=S)N1c1ccc(Br)cc1,0.5133249868683695,1.6018999999999999,19,19
97,True,Cc1cc(N2C(=O)c3ccccc3C(=O)N(c3ccccc3)N2O)nn1-c1ccc(Cl)cc1,0.48145416745479797,4.662520000000003,33,33
98,True,CCOc1ccc(CNC(=O)CCCNC(=S)Nc2ccccc2)cc1,0.4653623872080165,3.468300000000001,26,26
99,True,COc1ccc2occ(-c3cccc4cccnc34)c2c1,0.5335576030321013,4.656600000000003,21,21
100,True,COc1cccc(NC(=S)NCCOc2ccccc2Cl)c1OC,0.5750345970943206,3.7226000000000017,24,24
101,True,CCn1c(C[C@@H](O)C(=O)c2ccc3ccccc3c2)nc2ccc(Cl)cc2c1=O,0.5081409509931998,4.009300000000003,29,29
102,True,CC(=O)Oc1cccc(C=C=C2CC(=O)c3cc(O)ccc3O2)c1,0.520460074213178,3.478900000000002,24,24
103,True,COc1ccc(NC(=O)[C@@H]2CC(=O)N(c3cccc(F)c3)C2=O)cc1,0.6835500020001072,2.3525,25,25
104,True,CCCCNC(=O)C1=COC2=CC=CCC2=N1,0.7541553900961465,2.0591,17,17
105,True,COc1ccc(CC(=O)N[C@@H](C)CC(=O)Nc2ccccc2)cc1,0.8219783252179088,2.771200000000001,24,24
106,True,COC(=O)c1ccc(C(=O)OCCSCC(=O)Nc2ccc(-c3ccccc3)cc2)cc1,0.3777049053132508,4.668900000000003,32,32
107,True,Cc1c(C(=O)O)cc2c(C#N)nc3ccccc3n12,0.7196834685172341,2.3658,19,19
108,True,CC(=O)N1CCN(C(=O)c2ccccc2NC(=O)CN2C3=CC=CC4=CC=CC(=C2C)[C@H]43)CC1,0.7559052268256855,3.0851000000000015,34,34
109,True,COc1ccc(NC(=O)CCCNC(=N)n2ccc3ccccc32)cc1,0.3618994326335472,3.441270000000001,26,26
110,True,CCCCCCNC(=O)c1ccc(O)c(C(=O)OCCc2ccccc2)c1,0.4882520966541853,4.101800000000003,27,27
111,True,O=C(CNC(=O)Nc1ccccc1S(=O)(=O)c1ccccc1F)Nc1c(F)cccc1Cl,0.4922480014039457,4.2112000000000025,32,32
112,True,N=C(NN)Nc1ccc(Br)c2ccccc12,0.28016648476831324,2.4122700000000004,16,16
113,True,COc1ccc(OCCSc2ccccn2)cc1,0.5897570260898333,3.261300000000002,18,18
114,True,COc1ccc(NC(=O)OCC(=O)NCc2ccc(S(N)(=O)=O)cc2)cc1,0.6465442476942148,1.2074999999999996,27,27
115,True,COc1ccc(CCNC(=O)CNC(=O)c2c(F)cccc2Cl)cc1,0.7931378905101529,2.5763999999999996,25,25
116,True,COc1cccc(Nn2cnc3ccccc3c2=O)c1,0.7906496994231397,2.2802999999999995,20,20
117,True,NC(=O)c1ccccc1C1=c2ccccc2=CC=CC1,0.8786274101038395,1.7249,20,20
118,True,CCCOc1ccc(C(C)=NNC(=S)Nc2ccc(Cl)cc2)cc1,0.4387799899514256,4.839400000000004,24,24
119,True,COc1ccc(NC(=O)[C@H]2CC=CN2CCC(=O)C2=COc3ccccc3O2)cc1,0.7585489654477868,3.4937000000000022,30,30
120,True,CCOC(=O)[C@@H]1C(=O)N(C)c2ccccc2[C@H]1NNC(=O)c1ccccn1,0.4674613276882409,1.2129999999999992,27,27
121,True,CCCNC(=O)c1ccc2c(c1)-c1nc(C)ccc1C(C)NN2,0.8143678188058235,3.187920000000002,23,23
122,True,CCOc1ccc(C(=O)NC(=O)CCC(=O)Nc2ccc(C)cc2)cc1,0.8002096621172837,3.069020000000001,26,26
123,True,COc1cccc(C=CC(=O)C2=CN(Cc3ccccc3)CC=C2)c1,0.7418620156111267,4.233400000000003,25,25
124,True,COc1ccc(OCC(=O)Nc2ccncc2)cc1,0.8918602707135568,2.1076999999999995,19,19
125,True,COc1ccc2oc(C)c(C(=O)NNC(=O)c3ccc(Cc4cccnc4)cc3)c2c1,0.4836496548264431,3.8104200000000024,31,31
126,True,CCN1CCN(c2nc3ccccc3c(=O)o2)CC1,0.8140442761916227,1.3298999999999999,19,19
127,True,COc1ccccc1-c1cc2c3c(cccc3n1)CC=C2,0.6864872104414037,4.479700000000003,21,21
128,True,CCCC(=O)Nc1cccc(Oc2ccccc2[N+](=O)[O-])c1,0.6421658549302698,4.125700000000003,22,22
129,True,CN(C)c1ccc(NC(=O)c2ccccc2OS(O)(O)c2ccccc2)cc1,0.537563183576665,5.108400000000003,28,28
130,True,CCOC1=CC=CC=CC1c1nc2ccc(O)cc2o1,0.9233684884860928,3.663400000000002,20,20
131,True,COc1ccc(COC(=O)Cn2ncc3ccccc32)cc1S(=O)(=O)c1ccc(F)cc1,0.3121784065708088,3.760200000000003,32,32
132,True,CNC(=O)c1ccccc1NC(=O)CN(C)S(=O)(=O)c1ccc(F)cc1,0.7940076049671748,1.4444999999999995,26,26
133,True,Nc1nc2ccccc2nc1N1CCSCC1,0.8307047177152547,1.7652,17,17
134,True,Cc1c(C(=O)OCC(=O)Nc2ccccc2C(=O)Nc2ccc(C#N)cc2)c(=O)n(-c2ccccc2)n1C,0.36673394726769437,3.403900000000002,38,38
135,True,N#CCCCCNCC(=O)Nc1ccccc1F,0.7267571000816476,2.0476799999999997,18,18
136,True,COc1ccc(NC(=O)c2cccc(NC(=O)Nc3ccc4[nH]c(=O)oc4c3)n2)cc1,0.3909653597102867,3.4210000000000003,31,31
137,True,CCOC(=O)N1CCN(C(=O)[C@@H]2CCC(=O)N2c2cccc(C(F)(F)F)c2)CC1,0.7636803189549211,2.5015,29,29
138,True,COc1ccc(CCNC(=O)NN=Cc2cccc(S(=O)(=O)N3CCOCC3)c2)cc1OC,0.4192741543707653,1.6005000000000007,33,33
139,True,COC(=O)c1cccc(NC(=O)CCOC2=CC=CC=CC2SCc2ccccc2)c1,0.5533458789896871,5.1303000000000045,31,31
140,True,Cc1ccc(NC(=O)CSc2nnc(N)[nH]2)cc1,0.7249233140830735,1.4261199999999998,18,18
141,True,CCN(CC)CC(=O)N1CCSc2ccccc21,0.834427030995531,2.4671000000000003,18,18
142,True,CCOC(=O)C1CCN(CC(=O)Nc2cccc3ccccc23)CC1,0.8501026730597163,3.0534000000000017,25,25
143,True,O=C(OCCCOC(=O)c1c[nH]c2ccccc2c1=O)c1ccc(F)cc1,0.533115460284732,3.0711000000000013,27,27
144,True,Cc1nn(-c2ccccc2O)c(=O)c2ccccc12,0.7231621718245164,2.3997200000000007,19,19
145,True,COc1ccccc1C(=O)Nc1ccccn1,0.8767840859051041,2.3425000000000002,17,17
146,True,CCOc1ccc(CNC(=S)Nc2ccc(C)cc2)cc1,0.8210831144919423,3.880320000000002,21,21
147,True,COCCCN=CC=C1Cc2ccc(Cl)cc2OC1=O,0.2756827843910283,2.8352000000000013,20,20
148,True,COc1ccc(C(=O)NNC(=O)Cc2c(C)nn(-c3ccc(Cl)cc3)c2Cl)cc1,0.6036381321777665,3.4998200000000015,29,29
149,True,COc1ccc(CCC(=O)Nc2ccccc2NS(=O)(=O)c2ccccc2)cc1,0.5863365221897432,4.067300000000002,29,29
150,True,CCCNC(=O)c1cccc(Nc2cccc(C(=O)N3CCOCC3)n2)c1,0.8182120962951692,2.4374000000000002,27,27
151,True,CCCCCn1ncc(C(=O)NCCCN2CCOCC2)c1N,0.6649707523424085,1.1076000000000013,23,23
152,True,CCN1CCN(C(=O)[C@H]2CCC(=O)N(c3cccc(C(F)(F)F)c3C)C2)CC1,0.7878964905344809,2.9209200000000006,28,28
153,True,COc1ccc(NC(=O)C[S@](=O)CC(=O)NCc2ccc(Cl)cc2)cc1,0.7193742772060109,2.3522,26,26
154,True,CC(=O)NC1=c2c(ccn3cncc23)=NC1C,0.7217284892718387,-0.3997000000000004,17,17
155,True,CCC(=O)C1=CC=C2N=CC=C2C1,0.6289865689780861,2.1902999999999997,13,13
156,True,COc1ccc(C(=O)Nc2ccccc2NC(=O)c2ccccc2[N+](=O)[O-])cc1-n1cnnn1,0.3155962806005629,3.0837000000000003,34,34
157,True,CCCCC(=O)NC(=O)c1cc(Cl)c(F)cc1F,0.8585923899735654,3.064800000000001,18,18
158,True,COc1ccc([C@@H]2SC=CN2C(=O)OCC(=O)Nc2ccccc2)cc1,0.8619168358845529,3.9891000000000023,26,26
159,True,CCCCNC(=O)Cn1c(C)cc2ccccc2c1=O,0.8485358333319362,2.2262200000000005,20,20
160,True,Cc1ccc(C(=O)NCCSCC(=O)Nc2cc(Cl)ccc2Cl)cn1,0.6964552880154744,3.7985200000000017,25,25
161,True,CCCOc1ccc(OCCNC(=O)c2ccc3c(c2)N[C@H](C)CC(=O)N3)cc1,0.5941433950656385,3.426800000000001,29,29
162,True,COc1ccc(-c2noc3c(C)sc(NC(=O)CC(=O)Nc4ccccc4C)c23)cc1,0.40869120522549013,5.149040000000004,31,31
163,True,CN(C)NC(=O)COc1cccc2ccccc12,0.8339610628895299,1.811399999999999,18,18
164,True,COCCNC(=O)CCNC(=O)c1ccccc1-c1nc2ccc(S(=O)(=O)N3CCCCC3)cc2[nH]1,0.35635688790105435,2.287,36,36
165,True,COc1ccc(N2C=CN(C(=O)COC(=O)CNc3ccc4nncn4c3)C2)cc1,0.586786679219144,1.4704999999999995,30,30
166,True,CC1CCN(CCCNC(=O)c2cccc(C(=O)Nc3cccc(C(F)(F)F)c3)n2)CC1,0.6228251503118067,4.204500000000003,32,32
167,True,CCOC(=O)c1ccc(C(=O)Nc2cccc(C(=O)Nc3ccccc3)c2)cc1,0.6143785971022414,4.367900000000002,29,29
168,True,Cc1ccccc1Oc1ccccc1C(=O)O,0.874227122389819,3.485520000000001,17,17
169,True,COc1ccc(OC)c(NC(=O)Cn2c(=O)oc3ccc(C)cc32)c1,0.7704005225180156,2.5588200000000008,25,25
170,True,CCC(=O)Nc1ccc(OC=CN2C=CC=C3C=CC=CC32)cc1,0.8292755709084698,4.135400000000003,24,24
171,True,CCOC(=O)C1=C(C)N=C2CC=CC=C2O1,0.6680086247578283,2.096,16,16
172,True,CCOc1ccc(NC(=O)CCNC(=O)c2ccc3c(c2)OCO3)cc1,0.7963203520691,2.5726000000000004,26,26
173,True,CCOC(=O)c1ccc(NC(=O)c2ccc(C(=O)Cc3ccccc3)cc2)cc1,0.4771225938063212,4.541000000000003,29,29
174,True,COc1cccc(CCNC(=O)C2=C[C@@H]3C=CC=CC3=C2[N+](=O)[O-])c1,0.6383327443031201,2.5669000000000004,25,25
175,True,CCOc1ccc([C@H]2CCN3NC(=O)c4ccc(C(F)(F)F)cc4C[C@@H]23)cc1,0.8556858007869942,4.163100000000003,28,28
176,True,CCOc1ccc(NC(=O)CCC(=O)c2ccc3c(c2)NC(=O)NC(=O)N3)cc1,0.534133948423102,3.353900000000001,29,29
177,True,O=C(Oc1ccccc1Oc1ccccc1)N1CCOCC1,0.8721260458401225,3.3099000000000025,22,22
178,True,Cc1[nH]c2cccn2c(=O)c1NC(=O)Cc1ccc(F)cc1,0.778763811921621,2.2563199999999997,22,22
179,True,CCCc1ccc(C(=O)OCCCOC(=O)c2cncs2)cc1,0.5462767493487897,3.499500000000002,23,23
180,True,CC(=O)Nc1ccc(OCCOC(=O)c2cccc([N+](=O)[O-])c2)cc1,0.3580274810802519,2.7890000000000006,25,25
181,True,Cc1ccc(C=NNC(=O)c2ccccc2[N+](=O)[O-])cc1,0.5315182819025743,2.6671200000000006,21,21
182,True,CCOc1ccc(CCCN=Cc2cc3ccccc3o2)cc1,0.4602143595467198,4.883200000000004,23,23
183,True,Cc1nc2ccccc2c(=O)n1-c1ccccc1,0.6507660868500093,2.6941200000000007,18,18
184,True,CCOc1ccccc1-c1ccc(C(=O)NC(=O)c2ccccc2)o1,0.7177368400275198,3.9155000000000024,25,25
185,True,CC(=O)NNC(=O)c1ccccc1-c1cccc([N+](=O)[O-])c1,0.6685093776168469,2.0427,22,22
186,True,CCOC(=O)N1CCN(S(=O)(=O)c2ccc3c(c2)OCCO3)CC1,0.8006133231250921,0.9205999999999999,24,24
187,True,COC(=O)c1occc1C(=O)N1NC(=O)c2ccccc2N1,0.8081343399244746,1.1939,22,22
188,True,COc1ccc2nc(C)n(-c3cccc(F)c3)c2c1,0.7015183778895946,3.481620000000002,19,19
189,True,CCNC(=O)c1ccccc1N(O)C1=Cc2cccc(Oc3ccccc3)c2C1=O,0.5884910170055762,4.6616000000000035,30,30
190,True,O=C(NNC(=O)c1cccnc1Cl)c1ccccc1,0.6485430789318727,1.8097999999999996,19,19
191,True,CCN1C(C)N=C2NC(=O)c3ccc(OC)cc3C21,0.8765865137084614,1.5597,19,19
192,True,Cc1cccc(NC(=O)C(=O)NCC(=O)Nc2ccc3ccccc3c2)c1,0.6246171257593582,2.8416200000000007,27,27
193,True,COc1ccc(SC)cc1NC(=O)COC(=O)CC1=CN=C2C=CC=CC12,0.5761035053443264,3.369600000000002,27,27
194,True,CC(=O)c1cccc(C(=O)N=C(C)c2cn3ccccc3n2)c1,0.551203524982545,3.186300000000002,23,23
195,True,COc1ccc(SCCC=CCN2C=CC=CC2)cc1,0.4250984021426249,4.119100000000003,20,20
196,True,Cc1cc(C)n(CCC(=O)NC=CC(=O)Nc2ccccc2)n1,0.8025817683861828,2.15864,23,23
197,True,Cc1ccc(NC(=O)CCOc2ncnc3ccccc23)cc1,0.7848783232675154,3.3458200000000016,23,23
198,True,O=C(COC(=O)Cc1cc(F)c(F)c(F)c1F)Nc1ccccc1Cl,0.37570674566425244,3.620800000000002,25,25
199,True,O=C(COC(=O)Nc1ccc(O)c2ncccc12)Cn1c(=O)c2ccccc2c2ccccc21,0.30445114037357374,4.226300000000002,34,34
200,True,Cc1ccc(NC(=O)CCCC(=O)OCc2ccccc2)cc1,0.7902601433697338,3.8472200000000027,23,23
201,True,COc1ccc(OCc2ccc(C(=O)Nc3ccccc3Cl)o2)cc1,0.6897170778136296,4.7729000000000035,25,25
202,True,NC(=O)c1cccc(S(=O)(=O)c2ccccc2)c1,0.9115337881028377,1.6183000000000003,18,18
203,True,CCOC(=O)c1ccccc1-c1nc2ccccc2n1C,0.6904560994766996,3.4170000000000016,21,21
204,True,COc1cccc(C(=O)Nc2ccsc2N2CC(=O)N(c3ccccc3C)C2=O)c1,0.6235493824941624,4.290620000000003,30,30
205,True,CCCn1c(SCC(=O)OCCN2C(=O)c3ccc(C)cc3C2=O)nc2ccsc2c1=O,0.2154302588830644,3.107920000000002,32,32
