index,valid,smiles,qed,logP,num_atoms,num_heavy_atoms
56,True,COc1ccc(C(=O)N2CCC[C@H]2C(=O)Nc2cccc([N+](=O)[O-])c2)cc1,0.6449064853251837,2.846700000000001,27,27
57,True,CCOC(=O)c1ccc(S(=O)(=O)Cc2cccc(C(=O)Nc3ccccc3Cl)n2)cc1,0.533651496608658,4.137900000000003,31,31
58,True,CC(=O)NCCc1ccc(NS(=O)(=O)c2cccc3nonc23)cc1,0.6914531696558728,1.7022,25,25
59,True,C[C@@H](NC(=O)CN1C(=O)c2ccccc2C1=O)c1ccccc1Cl,0.8687551743479225,2.8134000000000006,24,24
60,True,CC(C)C=CN1C(=O)C2=NC=N[C@H]2C2=C(C1=O)[C@@H]2NC1=C2C(C(=O)N3CCc4ccccc4C3=O)=CN=C2C=CC1,0.5684731862180007,2.4224000000000006,41,41
61,True,CCOc1ccc(CNCC(=S)Nc2ccc3[nH]c(=O)ccc3c2)cc1,0.5582922035198014,3.4559000000000015,26,26
62,True,COc1cccc(COCC(=O)NCCn2c(=O)oc3ccc(C)cc32)c1,0.657561604065282,2.2445199999999987,27,27
63,True,COc1ccc(NC(=O)N=C2CC=C[C@@H](C(=O)Nc3ccccc3)C2=O)cc1,0.6298843413942103,3.4520000000000017,28,28
64,True,CCOC(=O)c1csc(-c2cccc(C(=O)NCc3ccc(F)cc3)n2)n1,0.6575097270557906,3.4509000000000016,27,27
65,True,C=NC(=O)Nc1ccc(NC(=O)CCN2C(=O)SC(=Cc3cccnc3)C2=O)cc1,0.542721556622381,3.3792000000000018,30,30
66,True,CC(=O)Nc1ccc(NC(=O)c2cccc(CCNc3cccc4ccccc34)c2)cc1,0.35679637285406673,5.705100000000004,32,32
67,True,CC(=O)c1ccc(NC(=O)c2ccccc2[C@@H]2CCc3ccccc3C2)cc1,0.6247680652616516,5.414000000000004,28,28
68,True,COC(=O)c1ccc(NC(=O)CCN2CCC(Cc3ccccc3)CC2)cc1,0.7433531765171204,3.7565000000000026,28,28
69,True,Cc1cccc(CNc2ccccc2Sc2ccccc2)c1,0.6430310591375519,5.758320000000004,22,22
70,True,COc1cccc(NCC(=O)OCn2c(=O)oc3ccccc32)c1,0.6987062686427601,2.2159000000000004,24,24
71,True,O=C(O)c1cccc(-c2nnc3cccc(N4CCOCC4)n23)c1,0.792843690253236,1.9310999999999996,24,24
72,True,Cc1cccc(-n2ncc3c2C(Nc2ccc(O)cc2)=NC3=O)c1,0.7120938506811691,2.8988200000000006,24,24
73,True,O=C(COc1ccsc1[N+](=O)[O-])c1ccccc1,0.47218823426404055,2.918000000000001,18,18
74,True,Cc1ccc(C(=O)NCCC(=O)Nc2ccc(Cl)cc2C)cc1,0.8775159435084163,3.715440000000002,23,23
75,True,COC(=O)C1=C(C)NCC(=O)c2ccc(F)cc21,0.766515820449589,1.5156,18,18
76,True,COC(=O)c1ccc(NC(=O)CCOc2ccc3ccccc3c2)cc1,0.6824355417923185,4.0340000000000025,26,26
77,True,CCC(=O)Nc1ccc(NS(=O)(=O)c2ccc3ccccc3c2)cc1,0.7273379785479098,3.9891000000000023,25,25
78,True,Cc1ccc(C)c(NC(=O)c2cccc(-c3nnc(-c4ccccc4)[nH]3)n2)c1,0.5582812933311814,4.402840000000003,28,28
79,True,O=C(O)c1ccccc1-c1ccc2ccccc2n1,0.7544966330543793,3.6000000000000014,19,19
80,True,COc1ccc(NC(=O)c2cccc(C(=O)c3ccc(-n4cccc4)cc3)n2)cc1,0.49067177823852604,4.364200000000003,30,30
81,True,CC(=O)c1ccc(NC(=O)COC(=O)Cn2cnc3c(c2=O)C(C)=C(C)C3C)cc1,0.5803203228719673,2.5383000000000004,30,30
82,True,COC(=O)C1=C(C(=O)O)[C@@H]2C=CC=CC2=C1N,0.6780717142007913,0.5091999999999999,17,17
83,True,CCN1C(=O)CC(C(=O)c2cccc(C(=O)OCCc3ccccc3)c2)=NC1=O,0.533213152411922,3.0820000000000016,29,29
84,True,NC(=O)c1ccc(NC(=O)COC(=O)CSc2nnc(C(F)(F)F)s2)cc1,0.517993847218676,1.9297999999999997,27,27
85,True,CC(=O)c1ccc(Nc2ccccc2Sc2ccc(Br)cc2)cc1,0.49456720000745086,6.5465000000000035,24,24
86,True,COCCNC(=O)[C@@H]1CCN(C(=O)[C@H]2C(=O)N(C)C(=O)N2C)C1,0.37612880759165046,-1.5100999999999951,23,23
87,True,ONc1ccccc1Oc1cccc2ccccc12,0.6763197609987817,4.433200000000002,19,19
88,True,O=c1nc2ccccn2c2ncccc12,0.5092884040750688,1.2427,15,15
89,True,Cc1ccc(C)c(C(=O)N=NC(=O)CC2=CN=C3CC=CC=C23)c1,0.7888288618500822,4.037340000000003,24,24
90,True,O=c1c2ccccc2[nH]n1Cc1cccc2ccccc12,0.5963142732407825,3.531100000000002,21,21
91,True,CC(=O)c1ccc(CNC(=O)N2CCOc3ccc(S(=O)(=O)NCc4ccccc4)cc32)cc1,0.5050983802110965,3.476300000000002,34,34
92,True,Cc1ccc(N[C@@H]2SC=CC(=O)N2Cc2ccccc2)cc1,0.9268343647021199,3.979820000000003,22,22
93,True,COC(=O)C1=c2c(nc(C)c3ccc(OC)cc23)=NC1C,0.7686950037143442,0.8972199999999997,21,21
94,True,Cc1ccc2c(c1)-c1ccccc1C(=O)C2,0.6481214233343862,3.400820000000002,16,16
95,True,Cc1cccc(CSc2cnc3ccccc3n2)c1,0.6633874534249307,4.230520000000003,19,19
96,True,O=C(Nc1ccccc1-c1ccc2ccccc2n1)c1ccccc1,0.5657745751705661,5.154100000000003,25,25
97,True,CC(=O)c1ccc(S(=O)(=O)CCC(=O)N2CCN(c3ccccc3F)CC2)cc1,0.6742802019406029,2.5409000000000006,29,29
98,True,COc1ccccc1N1CCN(S(=O)(=O)C2=CN=C3CC=CN=C23)CC1,0.8077606699588822,1.8014000000000001,26,26
99,True,Cc1cccc(-c2occ(N)c2[N+](=O)[O-])c1,0.6201282750274918,2.74542,16,16
100,True,CCCn1c(=O)cc(C(=O)O)c2ccccc21,0.8796169972121786,2.1097,17,17
101,True,COc1ccc(CCNC(=O)CCNC(=O)c2cccc3ccccc23)cc1OC,0.5714916982694077,3.3358000000000017,30,30
102,True,CCOc1ccc(CCNC(=O)CNC(=O)[C@H]2C(=O)N(c3ccc(C)cc3)N=C2C)cc1,0.5888230760463116,2.207519999999999,32,32
103,True,C1=CNCCC1,0.4581921852918258,0.8835,6,6
104,True,Nc1n[nH]c(=O)c(C=NO)n1,0.2604438043982069,-1.4448000000000005,11,11
105,True,COc1ccc(-c2n[nH]c(=O)c3ccccc23)cc1,0.7623197115934245,2.598700000000001,19,19
106,True,Cc1ccc(S(=O)(=O)NC(=S)NCc2ccc(Oc3ccon3)cc2)cc1,0.6108633357241183,3.1283200000000013,27,27
107,True,Cc1cc(=O)[nH]c2cc(Br)ccc12,0.7512513499660263,2.5990200000000003,13,13
108,True,COc1cccc(NC(=O)CN2CC(=O)c3ccccc3C2)c1,0.9414386842320897,2.3322000000000003,23,23
109,True,Cc1ccc(C2=C(CNNC(=O)CC(=O)N3CCc4ccccc4C3)C3C=CC=CC3=N2)cc1,0.5205182692947515,3.4987200000000023,34,34
110,True,CCN(CC)C(=O)CNC(=O)c1cc([N+](=O)[O-])ccc1Cl,0.6404054749078565,1.8463999999999994,21,21
111,True,Nc1ccc(C(=O)OCC(=O)NCCc2ccc(Cl)cc2)cn1,0.7864487866684434,1.8328999999999998,23,23
112,True,COc1ccc(Nc2ccccc2C(=O)Nc2ccccc2)cc1,0.7172231418347701,4.691100000000002,24,24
113,True,CC(=O)C=Cc1ccc(S(=O)(=O)NCCc2ccc(Cl)cc2)cc1,0.7660135847502174,3.4632000000000023,24,24
114,True,Cc1ccc(C(=O)OCC(=O)Nc2ccc(S(=O)(=O)c3ccc4[nH]c(=O)oc4c3)cc2)cc1,0.4169392832890177,3.0578200000000013,33,33
115,True,O=C(NCc1ccc(F)cc1)NCc1ccc(F)cc1,0.885307696511631,2.964200000000001,20,20
116,True,O=C(NCCc1nc2ccccc2[nH]1)c1ccc(Cl)cc1,0.7771004392662416,3.1888000000000014,21,21
117,True,CN(C)C(=O)NCCCN1C(=O)c2ccccc2C1=O,0.6565812733979813,0.9438999999999997,20,20
118,True,COC(=O)c1ccc(NC(=O)[C@@H]2CCC(=O)N(Cc3ccco3)C2)cc1,0.8314391672984611,2.4435000000000002,26,26
119,True,CCOC(=O)c1ccc(C(=O)N2CCC[C@H](NC(=O)c3cc4ccccc4o3)C2)cc1,0.6367991983367699,3.6441000000000026,31,31
120,True,CC(=O)c1ccc(OCC(=O)NCc2ccc3nc(C)sc3c2)cc1,0.6880475669168863,3.5025200000000023,25,25
121,True,CCOC(=O)c1cccc(NC(=O)c2cc3ccccc3o2)c1,0.7429667111482176,3.8618000000000023,23,23
122,True,COc1ccccc1CNC(=O)COC1=C2C(=CC=C2S(=O)(=O)N2CCCCC2)N=C1,0.6647888414708862,2.2636000000000003,31,31
123,True,COc1ccc(NC(=O)[C@H]2CCCN2C(=O)[C@H]2C(=O)N(c3ccccc3)N(C)C(C)=C2O)cc1,0.6600197607237361,2.9240000000000013,34,34
124,True,COC1=CCC2=C=CC(Br)c3cnnn3C2=C1,0.5897678632847396,2.5841000000000003,17,17
125,True,Cc1ccc(NC(=O)Cn2c(=N)n(-c3ccccc3)c3ccccc32)cc1,0.5729807610220454,3.858590000000002,27,27
126,True,Oc1ccc(Nc2ccccc2Cc2ccc(Br)cc2)cc1,0.6075060171765599,5.489100000000003,22,22
127,True,CCC(=O)Nc1ccc(OCC(=O)NCc2cccc3ccccc23)cc1,0.67011762910621,3.8835000000000024,27,27
128,True,CCN1C(=O)CC(C)=Nc2ccccc2-c2ccccc21,0.7690158328173106,4.202600000000003,21,21
129,True,COc1cccc(C=NNC(=O)Nc2ccc3c(c2)oc(=O)n3C)c1OC,0.529328293121309,2.3043000000000005,27,27
130,True,CCCC(NNC(=O)Cn1cc[nH]c1=O)c1ccc(Cl)cc1,0.6820873448782503,1.991999999999999,22,22
131,True,COc1cccc(C=NNC(=O)Nc2nc3ccccc3o2)c1,0.5724661102247399,2.992000000000001,23,23
132,True,COc1ccc(NC(=O)[C@@H](C)Cn2c(=O)[nH]c3ccc4ccccc4c3c2=O)cc1,0.5008724174714393,3.126400000000001,30,30
133,True,Cc1ccc(NC(=O)CCc2ccccc2C=C2C(=O)NC(=O)N(C)C2=O)cc1,0.6050413929445929,2.6579200000000007,29,29
134,True,COC(=O)c1ccc(-c2cnccc2C(=O)c2cccc(Cl)c2C)cc1,0.49519676423935227,4.728020000000003,26,26
135,True,CC(=O)Nc1ccc(NC(=O)CSc2ccc3ccccc3n2)cc1,0.683518516877868,3.924000000000002,25,25
136,True,O=[N+]([O-])c1ccc(CNc2ccccc2-c2ccc(F)cc2)cc1,0.5302649627705972,5.013000000000003,24,24
137,True,COc1ccc(OC)c(CC(=O)NC[C@H]2CCCN(S(=O)(=O)c3ccccc3)C2)c1,0.6927250594129867,2.4634,30,30
138,True,CC(=O)c1ccc(CNS(=O)(=O)c2ccc(C)cc2)cc1,0.8637785424489822,2.676120000000001,21,21
139,True,Cc1cc(=O)nc2n1C(=O)c1ccccc1-2,0.5626415528670166,1.2206199999999998,16,16
140,True,CCC(=O)Nc1nc2ccccc2c2ccccc12,0.7039028754280071,3.736500000000002,19,19
141,True,CC(=O)c1cccc(N2C(=O)C3=Nc4ccccc4[C@@]3(NC(=O)c3ccc4ccccc4c3)C2=O)c1,0.3525901576632137,4.327200000000003,36,36
142,True,O=C(COC(=O)c1ccc(Cl)o1)NCc1ccco1,0.8488190169531249,1.9992,19,19
143,True,CC(=O)Oc1ccc(CC(=O)Nc2ccc(C)c(C(N)=O)c2)cc1,0.6497768924091771,2.2004200000000003,24,24
144,True,CCCc1nnc(NC(=O)N=NC(=O)CCn2c(=O)[nH]c3ccccc3c2=O)s1,0.5881940018027754,2.0947999999999998,29,29
145,True,COc1ccc(CNC(=O)CCNS(=O)(=O)c2cccc3nsnc23)cc1,0.5889629698589148,1.6846999999999992,27,27
146,True,C=C1c2[nH]nc(-c3ccccc3)c2C(=O)N1CC(=O)NOCC(=O)NCCCc1ccc(OC)cc1,0.2803905926385839,2.3086,36,36
147,True,O=C(COC(=O)c1ccc(Br)nc1)NCc1ccccc1,0.6645393555074712,2.3173000000000004,21,21
148,True,NC(=O)c1cccc(CCNC(=O)[C@H]2CCCN2S(=O)(=O)c2ccccc2)c1,0.7285404989629,1.2974999999999999,28,28
149,True,COc1ccc(C(C)=NNC(=O)CCNC(=O)C2CC=C(C)[C@H](C)c3ccccc3O2)cc1,0.3806605694980785,3.9428000000000027,33,33
150,True,COc1ccc(OCC(=O)NNC(=O)Cc2ccc([N+](=O)[O-])cc2)cc1,0.5690652701219933,1.3723,26,26
151,True,COc1ccc(C=CS(=O)(=O)NCc2ccc3ccccc3c2)cc1,0.7302089407687906,3.9387000000000025,25,25
152,True,CNC(=O)CC1=COC2=CC=C3C(C)=CN=C3C12,0.8028249410083593,1.8351000000000002,18,18
153,True,CCc1ccc(C2C(=O)Oc3ccccc3[C@H]2c2nc3ccccc3nc2-c2ccccc2)cc1,0.22319054601838612,6.6939000000000055,35,35
154,True,CC(=O)c1c(O)c(C)nc2cc(C)ccc12,0.7439686613442721,2.7598400000000014,16,16
155,True,Cc1ccc(NC(=O)C[S@@](=O)Cc2ccc3ccccc3c2)cc1,0.7637164434935199,4.035620000000002,24,24
156,True,O=C(O)c1ccccc1-c1csc(N=Nc2ccc3ccccc3c2)n1,0.44884612674440033,6.076900000000004,26,26
157,True,COc1ccc(OCCCCOc2ccc3ccccc3c2)cc1,0.5408742684146722,5.086400000000005,24,24
158,True,CCc1nnc(NC(=O)C=CC(=O)OCc2ccccc2)s1,0.6530756449844016,2.3386000000000005,22,22
159,True,Cc1ccc(CSCCNC(=O)c2ccccn2)cc1,0.8299044132832691,3.0532200000000014,20,20
160,True,CC(C)c1nnc(SCC(=O)NCc2cccnc2)s1,0.8303330802676739,2.4650000000000007,20,20
161,True,COc1ccc(CCC(=O)NCc2ccco2)cc1,0.8669328959988163,2.5372000000000003,19,19
162,True,CC(=O)NC(=O)Nc1ccc(Cl)c(C(=O)O)c1,0.7504598249742348,1.7062,17,17
163,True,CCOC(=O)C1CCN(C(=O)CSc2nnc(-c3ccc(NC(C)=O)cc3)o2)CC1,0.52442975400725,2.588800000000001,30,30
164,True,COc1cccc(C=CC(=O)NCc2cccc(Oc3ccccc3)c2)c1,0.615534308175623,4.8171000000000035,27,27
165,True,O=C(O)c1cccc(OCCCn2ncc(C(F)(F)F)c2Cl)c1,0.8079762726156153,3.7226000000000026,23,23
166,True,O=C(CNC(=O)COC(=O)c1ccc2oc3ccccc3c2c1)NCc1ccco1,0.4567644312890583,2.7684000000000006,30,30
167,True,COc1ccc(C(=O)NCC(=O)NNC(=O)C2=NC3C=C(F)C=CC3=C2C)cc1,0.6463607467099406,1.1353000000000002,29,29
168,True,COc1ccc(CN2CCC(Nc3ccccc3NC(=O)c3ccc(OC)cc3)CC2)cc1,0.5090744266739013,5.032600000000004,33,33
169,True,CCOc1ccc(S(=O)(=O)Nc2cccc(C(=O)NCc3ccc4ncsc4c3)c2)cc1,0.3996597147217897,4.425800000000003,32,32
170,True,CCCOc1ccc(OCCCNC(=O)c2cccc3ccccc23)cc1,0.5541523375338917,4.827500000000004,27,27
171,True,NC1=Nc2ccccc2C(=O)Nc2ccccc21,0.7377526400693515,2.289300000000001,18,18
172,True,CCOC(=O)c1ccc(NC(=O)CNS(=O)(=O)c2ccc(C)cc2)cc1,0.7206890828023536,2.08872,26,26
173,True,O=C(O)c1ccc(C(=O)n2c3ccccc3c3ccccc32)cc1,0.603416440896072,4.181200000000002,24,24
174,True,COc1ccc(C(=O)CCSCc2cccc3ccccc23)cc1,0.4293331023623547,5.354600000000004,24,24
175,True,COc1cccc(C(=O)Nc2cccc(C)c2C(=O)O)c1,0.9051898492470277,2.9541200000000014,21,21
176,True,NC1=N[C@H]2C=CC=CC2=Nc2ccccc21,0.697405449854208,1.9726000000000001,16,16
177,True,COc1ccc(CNC(=O)CCN2CCN(c3ccccc3F)CC2)cc1,0.8128312407048308,2.6628,27,27
178,True,Cc1ccc(NC(=O)NCCCNC(=O)c2cccnc2)cc1,0.7159006516473643,2.331620000000001,23,23
179,True,COc1ccc(C(=O)c2ccc(N)c(NS(=O)(=O)c3ccc4c(c3)OCCO4)c2)cc1,0.44678913165376466,3.080400000000001,31,31
180,True,CCCCCC[C@H](C(=O)NCc1ccc(F)cc1)n1c(=O)[nH]c2ccccc2c1=O,0.527276929621734,3.6568000000000014,30,30
181,True,Cc1ccc(C(=O)NCC(=O)OCC2=COc3ccccc3O2)cc1,0.8477414887925853,2.580820000000001,25,25
182,True,COc1ccc(NCC(=O)Nc2ccccc2OCc2ccccc2)cc1,0.6263223909880363,4.324800000000002,27,27
183,True,CC(=O)Nc1ccc(C(=O)NCc2ccccc2[C@@H](C)N(C)N(C=O)c2ccc(F)cc2)cc1,0.3673247261005408,4.284900000000004,34,34
184,True,COc1ccc(-c2ccsc2C(=O)Nc2ccc(O)cc2)cc1,0.6998277887423432,4.381600000000002,23,23
185,True,COc1ccc(OCCCC(=O)N=Nc2nc3ccccc3s2)cc1,0.45169274315925906,4.7744000000000035,25,25
186,True,CNc1ncc(C(=O)C2=CN(Cc3ccccc3)[C@H](C(=O)O)C=C2)s1,0.7755780561893334,2.776600000000001,25,25
187,True,COc1cccc(CNC(=O)COC(=O)c2sc3ccccc3c2Cl)c1,0.6461226822901768,4.036500000000003,26,26
188,True,COc1ccc(NC(=O)CN2CCc3ccccc3C2)cc1,0.9429281307086406,2.692000000000001,22,22
189,True,Clc1cccc(OCCSCc2nc3ccccc3[nH]2)c1,0.6785622604920402,4.528500000000003,21,21
190,True,CCOc1cc(C(=O)COC(=O)c2ccn(Cc3ccc(OC)cc3)c2N)cc(OC)c1O,0.35351325754673985,3.2798000000000007,33,33
191,True,COC1=CC2=C=C(C(=O)O)C(C(=O)O)C(C)=NC2C=C1,0.7534937801110021,1.1666999999999998,20,20
192,True,CC1=CC=NC2C=C(C(=O)O)C=CC2=N1,0.6974732007481195,1.365,15,15
193,True,COc1ccccc1C1CCN(C(=O)c2ccccc2-c2ccccc2)CC1,0.615944786455306,5.382000000000005,28,28
194,True,Cc1ccc(C(=O)Cn2cnc3ccccc32)cc1,0.6688266534905725,3.2276200000000017,19,19
195,True,Cc1ccc(-c2cccnc2N2CCN(Cc3ccco3)CC2)cc1,0.7230331803322647,3.9722200000000027,25,25
196,True,O=C(NCc1cccc(Cl)c1)NCc1nc2ccccc2o1,0.7742479367202535,3.4806000000000017,22,22
197,True,Cc1ccc(CNC(=O)C2=CCC(=O)N2c2cccc(Cl)c2)cc1,0.9243385734199997,3.585420000000002,24,24
198,True,O=C(CCC(=O)N1CCc2ccccc2C1)Nc1ccccc1F,0.9382823525927768,3.1293000000000015,24,24
199,True,COc1ccccc1C1=NC(=S)N=CC1,0.7133101526716092,2.2437000000000005,15,15
200,True,COc1ccc(CCNC(=O)c2ccccc2S(=O)(=O)c2ccccc2)cc1,0.6645774022288523,3.5005000000000024,28,28
201,True,Cc1ccc(CNC(=O)CSc2nnc(C)n2C)cc1,0.8536796196116031,1.84044,20,20
202,True,COc1ccc(NC(=O)Nc2ccccc2C(=O)NCc2cc3cc(OC)c(OC)c(C)c3[nH]c2=O)cc1,0.27398533113616796,4.436320000000003,38,38
203,True,CC(=O)c1ccc(OCCCCNCc2ccc(Cl)cc2Cl)cc1,0.49303424320828226,5.1448000000000045,24,24
204,True,NC(=O)C1=NN=C(c2ccccc2Cl)[C@H]1c1cccc(F)c1,0.9293610423059497,2.906900000000001,22,22
205,True,O=C(NCc1nnnn1Cc1ccc(Br)cc1)c1ccc([N+](=O)[O-])cc1,0.48626410743319914,2.3221,26,26
206,True,C=C1c2ccccc2C(=O)N1CC(=O)NCc1ccc(OC)cc1,0.9196576308755913,2.4381000000000004,24,24
207,True,COC(=O)c1[nH]c(C)c2c1-c1ccccc1C2=O,0.664979433249315,2.3211200000000005,18,18
