idx,valid,smiles,qed,logP,mol_weight,num_atoms,num_bonds,num_rings,hbd,hba
29,True,COc1ccc(CNC(=O)CCC(=O)N2CCOc3ccccc3C2=O)cc1,0.8275547557801592,2.1529999999999996,382.41600000000005,28,30,3,1,5
30,True,CC(=O)Nc1ccc(S(=O)(=O)N(C)CC(=O)Nc2ccc(C)cc2)cc1,0.8091181794803064,2.2126199999999994,375.45000000000005,26,27,2,2,4
31,True,COc1ccc(OC)c(NC(=S)NC(=O)c2ccccc2Br)c1,0.7753491125902754,3.5931000000000015,395.278,23,24,2,2,4
32,True,COc1ccc(CCNC(=O)COC(=O)c2ccc(NC(C)=O)cc2)cc1OC,0.6256607427499603,2.1779,400.4310000000001,29,30,2,2,6
33,True,CCOc1ccc(NC(=O)Cn2c(=S)[nH]c3ccsc3c2=O)cc1,0.6846268578307672,3.1579900000000007,361.4480000000001,24,26,3,2,6
34,True,Cn1c(C(=O)NCc2ccccc2)cc2occc21,0.780788568727856,2.7013000000000007,254.28900000000002,19,21,3,1,3
35,True,COc1ccc(C(=O)COC(=O)Cc2ccc(S(=O)(=O)N3CCCC3)cc2)cc1,0.4841262144922377,2.4483000000000006,417.48300000000023,29,31,3,0,6
36,True,CCCCN1N=C(C)C(C(=O)N2CCC(C(=O)c3ccc4c(c3)OCO4)CC2)C1=O,0.5280571261981585,2.471000000000001,413.4740000000002,30,33,4,0,6
37,True,O=S(=O)(NCCN1CCCCC1)c1ccc2c(c1)OCO2,0.8840878253234317,1.1794999999999993,312.391,21,23,3,1,5
38,True,O=C(O)c1cccc(-c2onc3ccc4noc(-c5ccccc5)c4c23)c1,0.4891109218643997,5.0012000000000025,356.33700000000005,27,31,5,1,5
39,True,O=C(NCCSCc1nc2ccccc2[nH]1)c1ccc(Cl)cc1,0.666452757055285,3.879500000000003,345.85500000000013,23,25,3,2,3
40,True,CNC(=O)c1ccc(-c2c(C)c3ccccn3c2C(O)c2ccncc2)cc1,0.5741109567883271,3.7510200000000022,371.44000000000005,28,31,4,2,4
41,True,O=C(O)C1=CC=C2NC34CC=C(C(=O)NCCc5ccc(F)cc5)C3C24C1,0.745551708131674,2.0713,366.3920000000001,27,31,5,3,3
42,True,CCn1c(=O)n(C)c2cc(NC(=O)CCCc3nc(-c4ccc(OC)cc4)no3)ccc21,0.4550005932236897,3.379900000000002,435.48400000000015,32,35,4,1,8
43,True,COCc1cccc(NC(=O)CCC(=O)Nc2ccc(F)cc2Cl)c1C,0.7547345378317816,4.291320000000003,378.831,26,27,2,2,3
44,True,COCCCNC(=O)C1C=Nc2ccccc2C1=O,0.6416340469831188,1.3540999999999999,260.29300000000006,19,20,2,1,4
45,True,Cc1ccc(C(=O)NNS(=O)(=O)c2ccc3ccsc3c2)cc1,0.7134329366375682,2.833020000000001,346.43300000000005,23,25,3,2,4
46,True,CCCCOc1ccc(S(=O)(=O)Nc2cccc(-n3cnnn3)c2)cc1,0.6095434382013329,2.6420000000000012,373.43800000000005,26,28,3,1,7
47,True,COc1ccc(CNC(=O)CCCNC(=O)c2ccc3ccccc3c2)cc1,0.5895709507323706,3.674800000000002,376.456,28,30,3,2,3
48,True,COc1cccc(NS(=O)(=O)c2cccc(-c3nonc3N)c2)c1,0.725663314661604,2.1281999999999996,346.36800000000005,24,26,3,2,7
49,True,CCOC(=O)c1c(CC2C(=O)c3ccccc3N(CCC(=O)Nc3ccccc3)C2=O)oc2ccccc2c1=O,0.2607749370353686,4.386700000000003,538.5560000000003,40,44,5,1,7
50,True,CSc1cccc(OCC(=O)N2CCN(S(=O)(=O)c3ccc(C)cc3)CC2)c1,0.6723660091420957,2.628820000000001,420.55600000000015,28,30,3,0,5
51,True,O=C(CSC1=CC=CC(C(F)(F)F)=CC1Cl)NC1CCS(=O)(=O)C1,0.735323402731926,2.5727,401.85900000000015,24,25,2,1,4
52,True,CCOc1ccc(NC(=S)NCCCNC(=O)c2ccco2)cc1,0.5035675013319947,2.7848000000000006,347.44,24,25,2,3,4
53,True,CN(C)CC=C1C(=O)NC(=O)N(c2ccccc2)C1=O,0.6517234624730945,0.7573999999999999,273.29200000000003,20,21,2,1,4
54,True,Cc1ccc(C)c(-c2csc(NC(=O)Cn3cncn3)n2)c1,0.8034566311916883,2.65714,313.386,22,24,3,1,6
55,True,COCC(=O)N=C1C=C(C)C(=O)N2CC=CC=C12,0.7251710646877313,0.8426000000000002,246.266,18,19,2,0,3
56,True,Cc1ccc(Cl)c(C(=O)N=C2C=CC=C(C(=O)NCc3cccc4ccccc34)C2=O)c1,0.4670152709819963,4.764520000000004,442.9020000000002,32,35,4,1,3
57,True,CCc1ccc(-c2nc3c[nH]nc3o2)cc1,0.7116861524451233,2.7803000000000004,213.24,16,18,3,1,3
58,True,CCOC(=O)c1nc(C(=O)NCCC(=O)Nc2ccc(Cl)cc2[N+](=O)[O-])c2ccccc2n1,0.28831704384060464,3.1267000000000014,471.85700000000026,33,35,3,2,8
59,True,Cc1ccc(S(=O)(=O)Cc2nnc(CS(=O)(=O)c3cccc(C)c3)o2)cc1,0.6191057047952151,2.634240000000001,406.4850000000001,27,29,3,0,7
60,True,CC(=O)c1ccc(C(=O)N2CCCC(C(=O)Nc3ccccc3Br)C2)cc1,0.7433692841086562,4.142600000000003,429.314,27,29,3,1,3
61,True,COc1ccc(-c2noc(CSc3nnc(-c4ccc(C)cc4)o3)n2)cc1,0.4550545981130754,4.395920000000004,380.4290000000001,27,30,4,0,8
62,True,CCCNC(=O)C1CCC(n2c(=O)[nH]c3ccccc3c2=O)C1,0.897747994516581,1.5571999999999997,315.3730000000001,23,25,3,2,4
63,True,CC(=O)Nc1ccc(S(=O)(=O)N2CCCN=C2SCC(=O)Nc2ccccc2)cc1,0.7094096958365412,2.7673000000000005,446.5540000000001,30,32,3,2,6
64,True,O=C(CCNc1ccc([N+](=O)[O-])cc1)NN=Cc1ccccn1,0.4609848370823853,1.9420999999999997,313.317,23,24,2,2,6
65,True,Cc1ccc(Nc2ncc(C(=O)c3ccco3)s2)cc1,0.7351328382551102,4.019120000000002,284.34000000000003,20,22,3,1,5
66,True,Cc1ccnc(N2C(=O)c3ccccc3C2=O)c1,0.7154134866877929,2.19062,238.246,18,20,3,0,3
67,True,CCCOC(=O)CCSCC(=O)Nc1ccc2ccccc2c1O,0.43373874164096854,3.5604000000000027,347.43600000000004,24,25,2,2,5
68,True,O=C(CCN1C(=O)c2nc3ccccc3n2C1=O)N1CCc2ccccc2C1=O,0.6849205504972895,2.0754,388.3830000000002,29,33,5,0,6
69,True,O=C1Cc2nnn(N=Cc3cccc([N+](=O)[O-])c3)c2C=C1NC(=O)c1ccc(F)cc1,0.38187611200563903,2.1037,420.36000000000007,31,34,4,1,8
70,True,COc1ccc(CNC(=O)CCN2C(=O)c3ccccc3C2=O)cc1,0.8175715321529965,1.9976999999999998,338.36300000000006,25,27,3,1,4
71,True,Cc1cccc(OC(C)C(=O)Nc2ccccc2NC(=O)OCCCCC(=O)NC2=NC3C=CC=CN3C2=O)c1,0.38745443612820724,3.886320000000002,545.5960000000003,40,43,4,3,7
72,True,CCOC(=O)C1=Nc2ccccc2N(C(=O)COC(=O)C2N=CN=C2C(=O)Nc2ccccc2Br)N1,0.49578447068996595,1.9267999999999996,555.3450000000001,36,39,4,2,10
73,True,O=C(NCCc1nc2ccccc2oc1=O)c1ccco1,0.7885460708571681,1.7535,284.271,21,23,3,1,5
74,True,NNC(=S)C1=c2ccc(O)cc2=NC1,0.31263121084610296,-1.0332000000000001,207.258,14,15,2,3,4
75,True,CCOC(=O)C1C(C)=Nc2ccccc2N=C1NC(=O)C(C)NC(=O)C(=O)NC=COCc1ccccc1,0.277234229446044,2.4269999999999996,519.5580000000003,38,40,3,3,8
76,True,CCCCCCOc1ccc(C(=O)C2CCCN(C(=O)c3cccnc3Cl)C2)cc1,0.30332227960131447,5.429200000000005,428.96000000000015,30,32,3,0,4
77,True,COc1ccccc1NCC(=O)C1=C(C)C2C=CC=CC2=N1,0.907301022793221,3.147000000000002,294.35400000000004,22,24,3,1,4
78,True,CCOc1ccccc1-n1c(=O)c2ccccc2c2ccccc21,0.5196375475276398,4.542600000000003,315.372,24,27,4,0,3
79,True,COc1cccc2c(=O)c(CCOc3cccc(F)c3)coc12,0.7222726321603675,3.5622000000000025,314.312,23,25,3,0,4
80,True,CCC1Oc2ccccc2N=C1SCC(=O)NC1CCc2ccccc2C1,0.8605838783678207,4.294500000000003,380.51300000000015,27,30,4,1,4
81,True,COc1ccc(CNC(=O)CC2CCCN2S(=O)(=O)c2ccccc2C)cc1,0.7727140857398026,2.863220000000002,402.5160000000001,28,30,3,1,4
82,True,COc1ccc(-c2nc3ccccc3cc2C(=O)OCC(=O)NCc2cccnc2)cc1,0.4516219865693045,3.7786000000000017,427.46000000000015,32,35,4,1,6
83,True,COc1ccc(CNC(=O)C2CCCN2S(=O)(=O)c2c(Cl)cccc2Cl)cc1,0.7421509608855071,3.4715000000000025,443.3520000000001,28,30,3,1,4
84,True,Nc1nnc(SCC(=O)OCc2c(Cl)cccc2[N+](=O)[O-])s1,0.3606616033121622,2.5174000000000003,360.8040000000001,22,23,2,1,9
85,True,COc1cccc(-c2noc(CCC(=O)Nc3nc4ccccc4s3)n2)c1,0.5450775797515265,3.9262000000000024,380.42900000000003,27,30,4,1,7
86,True,Cc1cccc(CCNC(=O)C(=O)NCC(=O)Nc2oc3ccccc3c2Nc2ccc3ccccc3c2O)c1,0.14353517649571748,4.757220000000003,536.5880000000003,40,44,5,5,6
87,True,C.CNC(=O)C(NC(=O)CCCC(=O)Nc1ccccc1C(=O)NCCNC(=O)c1ccccc1OC)C(=O)NCCOC,0.11011007607547531,0.5933000000000037,614.7000000000002,44,44,2,6,8
88,True,Cc1cccc(C=NCCCNC(=O)c2ccccc2Cl)c1,0.6376400257484939,3.8874200000000023,314.81600000000003,22,23,2,1,2
89,True,O=C(O)n1c2ccccc2c2ccccc21,0.6193537137241163,3.3206000000000016,211.21999999999997,16,18,3,1,2
90,True,Cc1cccc(NC(=S)NCCS(=O)(=O)c2ccccc2)c1,0.8235928752639092,2.755320000000001,334.466,22,23,2,2,3
91,True,Clc1ccc(OCCCOc2ccc(Cl)cc2)cc1,0.710145022605509,4.841300000000004,297.181,19,20,2,0,2
92,True,COc1ccc(C=NNC2(C)CCCN(C(=O)C3CCc4ccccc4Cc4ccccc43)C2)cc1,0.3963821811893668,5.320600000000005,481.64000000000027,36,40,5,1,4
93,False,,,,,,,,,
94,True,CCOC(=O)N1CCN(S(=O)(=O)c2ccc3ccccc3c2)CC1,0.8535723658838036,2.3026,348.42400000000015,24,26,3,0,4
95,True,CC1=NC2=CC(S(=O)(=O)N3CCCCC3)=CC2=C1C(=O)CCCC(=O)NC1CCc2ccccc21,0.5941559443927754,3.897700000000003,493.6290000000003,35,39,5,1,5
96,True,CCOc1ccccc1C(C)NC(=O)c1ccc(C(=O)c2cccc3ccccc23)o1,0.40322822754633775,5.553500000000005,413.4730000000001,31,34,4,1,4
97,True,COc1ccc(OC(=O)CCCCC(=O)Nc2ccc(Br)cc2)cc1,0.3966156021957311,4.562200000000003,406.27599999999995,25,26,2,1,4
98,True,COc1ccc(COC(=O)CNC(=O)c2ccc(OC)cc2)cc1,0.7882512476589262,2.1769999999999996,329.35200000000003,24,25,2,1,5
99,True,COc1ccc2nc(SCCCC(=O)Nc3ccccc3)[nH]c2c1,0.5017837477822641,4.082500000000002,341.436,24,26,3,2,4
100,True,COc1ccc2oc3c(c2c1)C(Cc1ccc2ccccc2c1)C(=O)C3=C(C)O,0.35856116971938007,5.792600000000004,384.4310000000001,29,33,5,1,4
101,True,CC=CCCn1c(=O)c(C)nc2cc(NS(=O)(=O)c3ccccc3)ccc21,0.6610185965069678,3.4719200000000017,383.4730000000001,27,29,3,1,5
102,True,O=C(Nc1ccc(Cl)cc1)c1ccc(S(=O)(=O)N2CCOCC2)cc1,0.8841709616533158,2.613200000000001,380.85300000000024,25,27,3,1,4
103,True,CCOC(=O)c1ccc(CNC(=O)Cn2ccn(-c3ccc(OC)cc3)c2=O)cc1,0.5758041355980102,2.1407000000000007,409.4420000000001,30,32,3,1,7
104,True,O=C1Cc2ccccc2C(=O)N1CCN1CCN(c2ccccn2)CC1,0.7810476051033347,1.4287,350.422,26,29,4,0,5
105,True,COC(=O)c1csc2nc3ccccc3c(=O)n12,0.6246756768930406,1.6958,260.274,18,20,3,0,6
106,True,COc1ccc(C(=O)CCC(=O)NC2=CC3C=CN=C3C=C2)cc1,0.8189635994148512,2.812500000000001,322.36400000000003,24,26,3,1,4
107,True,CCN1C(SCC(=O)NCc2ccc(C)cc2)=NNC(=O)c2ccccc21,0.8339550205636177,2.885320000000001,382.4890000000001,27,29,3,2,5
108,True,CCCc1nnc(NC(=O)NCCc2ccc(NC(C)=O)cc2)s1,0.7174169553203119,2.813200000000001,347.4440000000001,24,25,2,3,5
109,True,COc1ccc(C2=NNN(CC(=O)NCc3ccc(N4CCOCC4)cc3)N2)cc1,0.6230683358944961,0.8346000000000013,410.4780000000002,30,33,4,3,8
110,True,Cc1cccc(C=NOCC(=O)Nc2ccc(Cl)cc2)c1,0.6769828385327354,3.637620000000002,302.761,21,22,2,1,3
111,True,CSCCNC(=O)c1cc(=O)[nH]c2ccccc12,0.8230743568436663,1.6209,262.33400000000006,18,19,2,2,3
112,True,Cc1cc(C)nc(SCC(=O)c2ccc(Cl)cc2)n1,0.4892170029018934,3.721840000000003,292.791,19,20,2,0,4
113,True,CCOC(=O)c1cccc2[nH]c(C)c(C(=O)Nc3cnc4ccccc4c3)c12,0.517619165445316,4.453520000000003,373.4120000000001,28,31,4,2,4
114,True,CCCCOc1ccc(NC(=O)c2cccc(NC(=O)c3cccc(F)c3)c2)cc1,0.4849014176686554,5.509200000000004,406.4570000000001,30,32,3,2,3
115,True,COc1ccc(NC(=S)NC(=O)c2ccc(F)cc2)cc1,0.8560875534484133,2.961100000000001,304.346,21,22,2,2,3
116,True,CCOC(=O)C1=CCCN(CCC(=O)c2ccc3ccccc3c2)C1,0.5966804770937992,3.607800000000003,337.41900000000004,25,27,3,0,4
117,True,CCOC(=O)c1c(C)c(C)nc2c(O)cccc12,0.8263207580863868,2.7339400000000014,245.278,18,19,2,1,4
118,False,,,,,,,,,
119,True,O=C(NCCn1cc[nH]c1=O)NC1CCCCC1,0.7410652410572237,0.8082999999999998,252.31799999999996,18,19,2,3,3
120,True,Cc1nc2ccccc2c(=O)o1,0.5875755448876044,1.49642,161.15999999999994,12,13,2,0,3
121,True,CCOC(=O)C1C=Nc2ccccc2C1=O,0.5599457409722624,1.7645,217.224,16,17,2,0,4
122,True,COc1ccc(C(=O)NNS(=O)(=O)c2ccc(F)cc2)cc1,0.815592951233183,1.4576,324.333,22,23,2,2,4
123,False,,,,,,,,,
124,True,CCC(NC(=S)Nc1ccccc1)c1ccc(F)cc1,0.8218750173162993,4.2634000000000025,288.3910000000001,20,21,2,2,1
125,True,COc1cccc(NC(=O)Oc2ccccc2C(=O)OCc2ccc(OC)c(OC)c2)c1,0.5116386520876262,4.6803000000000035,437.44800000000026,32,34,3,1,7
126,True,O=C(COC(=O)Cc1ccccc1)Nc1ccc(Cl)cc1,0.863730904038601,3.064400000000001,303.745,21,22,2,1,3
127,True,COc1ccccc1CNC(=O)CCCOC(=O)C1=COc2ccccc2O1,0.5574522872444027,2.9476000000000013,383.40000000000003,28,30,3,1,6
128,True,Fc1ccc(CNC2=Nc3ccccc3Nc3ccccc32)cc1,0.7153169762929568,4.750800000000003,317.3670000000001,24,27,4,2,3
129,True,CC=CNC(=O)C1=CC(=O)N(c2ccc(C)cc2)C1=O,0.6673758394026428,1.44442,270.288,20,21,2,1,3
130,True,N=C(NOC(=O)c1ccccc1)c1ccc(O)cc1,0.43621485217441475,2.07917,256.261,19,20,2,3,4
131,True,COC(=O)CNC(=O)C1CC=CN1n1cnc2ccccc2c1=O,0.7885787016596771,-0.09030000000000049,328.3280000000001,24,26,3,1,7
132,True,CCn1c(SCC(=O)NCc2ccccc2)nnc1-c1ccccn1,0.6613669219673356,2.7685000000000013,353.4510000000001,25,27,3,1,6
133,True,O=C(CN1C(=O)CCc2ccccc21)c1ccccc1,0.8001990170967505,2.848700000000001,265.31199999999995,20,22,3,0,2
134,True,CCn1c(S(=O)(=O)Cc2ccccc2)nc2ccccc21,0.7439283076968566,3.030100000000002,300.38300000000004,21,23,3,0,4
135,True,COc1ccc(C=NNC(=O)CNC(=O)c2ccc3nonc3c2)cc1,0.506102553267995,1.1114999999999993,353.3380000000001,26,28,3,2,7
136,True,O=C(CSc1nc2ccccc2o1)N=NC(=O)c1ccco1,0.5407084602418156,3.3321000000000023,315.31000000000006,22,24,3,0,6
137,True,CCC1=NN=C2C=CC=CC2N1S(=O)(=O)c1ccccc1F,0.8590714470551484,2.4891000000000005,319.361,22,24,3,0,4
138,True,COc1cccc(NC(=O)CSCc2ncnc3ccccc23)c1,0.7443928422401204,3.5103000000000018,339.42,24,26,3,1,5
139,True,CC1=NC=C(C(=O)N2CCc3ccccc32)C1S(=O)(=O)Nc1ccc(Cl)cc1,0.8306771575874842,3.3980000000000015,415.90200000000016,28,31,4,1,4
140,True,CC1CCN(C(=O)C2=CN=C3C=CC=CC23)C1,0.6747136794450144,1.9355,228.295,17,19,3,0,2
141,True,Cc1ccc2c(n1)SC(=NC(=O)c1cccc(C(=O)Nc3ccccc3-c3ncco3)c1)C2=O,0.4563567970135463,4.824620000000002,468.4940000000002,34,38,5,1,7
142,True,COc1ccc(OCCNC(=O)CN2C(=O)CSC2=O)cc1,0.749778414975055,0.8855999999999999,324.358,22,23,2,1,6
143,True,Cc1c(C)c2cc(O)ccc2c2ccccc12,0.5616381891779187,4.315440000000003,222.28699999999998,17,19,3,1,1
144,True,COC(=O)Nc1ccc2c(c1)-c1ccccc1C2=O,0.7246756785518917,3.0763000000000007,253.25699999999998,19,21,3,1,3
145,True,Cc1cc(=O)oc2cc(C(=O)O)c3ccccc3c12,0.5351757063343762,2.952820000000001,254.24099999999999,19,21,3,1,3
146,True,COc1ccc(-n2c(C)cc(CC(=O)OCC(=O)Nc3cccc([N+](=O)[O-])c3Cl)c2C)cc1,0.29597514855622864,4.388740000000003,471.89700000000016,33,35,3,1,7
147,True,CCC(=O)Nc1cccc2cc(Cl)cnc12,0.8669101610234897,3.236700000000001,234.68599999999998,16,17,2,1,2
148,True,O=C(CSc1ccccc1CO)NC1C=CCCCC1,0.647634847332009,2.886000000000001,291.4160000000001,20,21,2,2,3
149,True,CC(=O)N1CCN(C(=O)Cn2cccc2NC(=O)c2cccs2)CC1,0.8977028090984498,1.4925999999999997,360.43900000000014,25,27,3,1,5
150,True,CCOC(=O)C1CCCN(Cc2ccc3ccccc3c2)C1,0.8073666236894285,3.614900000000003,297.3980000000001,22,24,3,0,3
151,True,CC(=O)Nc1ccc(-n2nnnc2CN2CCOCC2)cc1,0.8825709936635088,0.45289999999999964,302.338,22,24,3,1,7
152,True,O=C(O)CCNC(=O)c1ccc([N+](=O)[O-])cc1,0.5819445549312269,0.7993000000000003,238.199,17,17,1,2,4
153,True,COC(=O)c1cccc(S(=O)(=O)Nc2ccc3ccccc3c2)c1,0.7380700204046945,3.427200000000002,341.38800000000003,24,26,3,1,4
154,True,CC(=NNC(=O)CCCC(=O)Nc1ccccc1)c1ccccc1O,0.5347459552207238,3.0414000000000017,339.3950000000001,25,26,2,3,4
155,True,CCOC(=O)C1C(=O)Nc2ccccc2N=C1C,0.6398666211351984,1.9103999999999999,246.26600000000002,18,19,2,1,4
156,True,NS(=O)(=O)c1ccc(OCCC=CNC(=O)CN2CCN3C(=O)c4ccccc4C23O)cc1,0.4693737662536789,0.3070000000000013,472.5230000000002,33,36,4,3,7
157,True,CCOC(=O)c1c(C)cnc2ccc(C(F)(F)F)cc12,0.7880860754206145,3.7387200000000025,283.24899999999997,20,21,2,0,3
158,True,COCCCn1c(SCC(=O)N2CCCC2)nc2ccc(C)cc21,0.5703268935329244,3.095720000000002,347.48400000000004,24,26,3,0,5
159,True,COC(=O)c1cccc(S(=O)(=O)NC2=c3ccccc3=CC2)c1C,0.8426028451194926,1.05252,343.40400000000005,24,26,3,1,4
160,True,Oc1c(Cl)cccc1-c1cnc2ccccc2n1,0.7227697817894179,3.6558000000000024,256.69199999999995,18,20,3,1,3
161,True,O=C(CCCNC(=O)c1cccc(Br)c1)Nc1ccccc1F,0.7517791874070813,3.736900000000002,379.2290000000001,23,24,2,2,2
162,True,COC(=O)CSc1nc2ccccc2s1,0.6093102988990478,2.561400000000001,239.32100000000003,15,16,2,0,5
163,True,CN(C)CCN=Cc1cccc(-c2nnc(-c3ccsc3)o2)c1,0.6511501412951823,3.4456000000000016,326.425,23,25,3,0,6
164,True,O=C(O)c1ccccc1C1=CC2=Nc3ccccc3C2=N1,0.9126968053095644,3.314700000000001,274.279,21,24,4,1,3
165,True,CCc1ccccc1NC(=O)COC(=O)c1ccccc1C(=O)Nc1ccccc1Oc1cnc2ccccc2n1,0.216609857514198,6.0323000000000055,546.5830000000001,41,45,5,2,7
166,True,COc1ccc(S(=O)(=O)Nc2ccccc2C(=O)NC2=CC(=O)CC=C2C(=O)O)cc1,0.5966275874580463,2.0934999999999997,442.44900000000024,31,33,3,3,6
167,True,COc1ccc(C=CC(=O)Nc2ccc(F)cc2)c([N+](=O)[O-])c1,0.5205673839043015,3.394400000000002,316.28800000000007,23,24,2,1,4
168,True,CC1(C)CC(=O)C2=C(O1)c1ccccc1C(=O)C2,0.7022123038975344,2.7521000000000013,242.274,18,20,3,0,3
169,True,CC1CCN(S(=O)(=O)c2ccc(C(=O)n3cc4ccccc4c3)o2)CC1,0.7067756444692418,3.3434000000000026,372.44600000000014,26,29,4,0,5
170,True,COc1ccccc1C(=S)c1ccc(F)cc1,0.6042177633653052,3.600600000000002,246.30599999999998,17,18,2,0,2
171,True,CC(=O)Nc1ccc(S(=O)(=O)NC2CCN(Cc3ccco3)CC2)cc1,0.8050649599459468,2.1808999999999994,377.4660000000001,26,28,3,2,5
172,True,CCOC(=O)COc1ccccc1NC(=O)c1ccc(C)c(OCC(=O)Nc2ccccc2)c1,0.4378042783636527,4.2067200000000025,462.50200000000024,34,36,3,2,6
173,True,COc1ccc(NC(=O)CCn2c(=O)[nH]c3ccccc3c2=O)cc1,0.7401638879340545,1.7272,339.35100000000006,25,27,3,2,5
174,True,CC(=O)c1ccc(NC(=O)CC(C)n2c(=O)oc3ccc(S(=O)(=O)N4CCOCC4)cc32)cc1,0.5069691965541987,2.4078,487.5340000000003,34,37,4,1,8
175,True,Cc1cccc(NC(=O)c2cccc([N+](=O)[O-])c2[N+](=O)[O-])c1,0.6878019843805305,3.0637200000000018,301.25800000000004,22,23,2,1,5
176,True,COc1ccc(NC(=O)C(C)OC(=O)CSC2=NC=Cc3ccccc3N2)cc1,0.7040235837938298,3.751000000000002,411.48300000000006,29,31,3,2,7
177,True,CCC(=O)Nc1ccc(S(=O)(=O)NCC(=O)Nc2cccnc2Cl)cc1,0.6185576665328852,2.0004999999999993,396.856,26,27,2,3,5
178,True,Cc1cccc(OCc2nnc(SCC(=O)Nc3ccccc3C)o2)c1,0.6345278125950421,3.996240000000002,369.4460000000001,26,28,3,1,6
179,True,Cc1ccc(NC(=O)CCC(=O)NC2=NN(c3ccccc3)C(=O)C2)cc1,0.8542278821147865,2.5803200000000004,364.40500000000003,27,29,3,2,4
